Interaction_ID,Loan_ID,Agent_ID,Interaction_Date,Call_Status,Amount_Recovered
INT_00454,LN_204,AG_04,3/25/2025,Switch Off,0
INT_00455,LN_454,AG_10,3/26/2025,Switch Off,0
INT_00456,LN_210,AG_06,3/26/2025,Answered,18634.62
INT_00457,LN_178,AG_02,3/26/2025,Busy,0
INT_00458,LN_349,AG_08,3/26/2025,Busy,0
INT_00459,LN_392,AG_02,3/26/2025,Busy,0
INT_00460,LN_245,AG_02,3/26/2025,Promise to Pay,0
INT_00461,LN_34,AG_04,3/26/2025,Promise to Pay,0
INT_00462,LN_447,AG_04,3/26/2025,Switch Off,0
INT_00463,LN_230,AG_02,3/26/2025,Answered,0
INT_00464,LN_57,AG_10,3/27/2025,Answered,16034.41
INT_00465,LN_224,AG_10,3/27/2025,Busy,0
INT_00466,LN_410,AG_05,3/27/2025,Answered,0
INT_00467,LN_484,AG_05,3/27/2025,Answered,23167.68
INT_00468,LN_356,AG_10,3/27/2025,Answered,15232.35
INT_00469,LN_464,AG_09,3/27/2025,Switch Off,0
INT_00470,LN_459,AG_02,3/28/2025,Promise to Pay,9424.29
INT_00471,LN_258,AG_09,3/28/2025,Answered,0
INT_00472,LN_21,AG_04,3/28/2025,Busy,0
INT_00473,LN_403,AG_07,3/28/2025,Switch Off,0
INT_00474,LN_378,AG_02,3/28/2025,Answered,17431.03
INT_00475,LN_472,AG_04,3/28/2025,Answered,2082.23
INT_00476,LN_73,AG_04,3/28/2025,Promise to Pay,0
INT_00477,LN_455,AG_06,3/28/2025,Answered,0
INT_00478,LN_233,AG_05,3/28/2025,Switch Off,0
INT_00479,LN_341,AG_02,3/29/2025,Answered,0
INT_00480,LN_104,AG_01,3/29/2025,Promise to Pay,0
INT_00481,LN_367,AG_02,3/29/2025,Answered,0
INT_00482,LN_426,AG_03,3/29/2025,Busy,0
INT_00483,LN_45,AG_02,3/29/2025,Answered,0
INT_00484,LN_409,AG_07,3/29/2025,Busy,0
INT_00485,LN_492,AG_03,3/29/2025,Switch Off,0
INT_00486,LN_269,AG_06,3/29/2025,Answered,0
INT_00487,LN_92,AG_06,3/30/2025,Switch Off,0
INT_00488,LN_498,AG_06,3/30/2025,Busy,0
INT_00489,LN_198,AG_05,3/30/2025,Switch Off,0
INT_00490,LN_245,AG_05,3/30/2025,Busy,0
INT_00491,LN_132,AG_07,3/30/2025,Busy,0
INT_00492,LN_436,AG_06,3/30/2025,Busy,0
INT_00493,LN_11,AG_02,3/30/2025,Busy,0
INT_00494,LN_228,AG_07,3/31/2025,Switch Off,0
INT_00495,LN_18,AG_04,3/31/2025,Answered,8894.51
INT_00496,LN_146,AG_04,3/31/2025,Switch Off,0
INT_00497,LN_53,AG_04,3/31/2025,Answered,0
INT_00498,LN_195,AG_01,3/31/2025,Answered,23525.99
INT_00499,LN_206,AG_08,3/31/2025,Busy,0
INT_00500,LN_431,AG_07,3/31/2025,Switch Off,0
INT_00501,LN_224,AG_01,4/1/2025,Busy,0
INT_00502,LN_232,AG_05,4/1/2025,Switch Off,0
INT_00503,LN_284,AG_10,4/2/2025,Switch Off,0
INT_00504,LN_58,AG_08,4/2/2025,Promise to Pay,20636.23
INT_00505,LN_297,AG_02,4/2/2025,Answered,0
INT_00506,LN_455,AG_02,4/2/2025,Busy,0
INT_00507,LN_227,AG_08,4/2/2025,Answered,0
INT_00508,LN_288,AG_03,4/2/2025,Answered,0
INT_00509,LN_318,AG_08,4/2/2025,Busy,0
INT_00510,LN_498,AG_04,4/3/2025,Busy,0
INT_00511,LN_6,AG_06,4/3/2025,Promise to Pay,0
INT_00512,LN_268,AG_04,4/3/2025,Busy,0
INT_00513,LN_26,AG_08,4/3/2025,Answered,0
INT_00514,LN_194,AG_07,4/3/2025,Promise to Pay,1006.15
INT_00515,LN_276,AG_10,4/3/2025,Busy,0
INT_00516,LN_85,AG_10,4/3/2025,Answered,0
INT_00517,LN_161,AG_03,4/4/2025,Busy,0
INT_00518,LN_246,AG_02,4/4/2025,Answered,7995.79
INT_00519,LN_381,AG_10,4/4/2025,Busy,0
INT_00520,LN_215,AG_05,4/4/2025,Busy,0
INT_00521,LN_54,AG_06,4/4/2025,Answered,1267.64
INT_00522,LN_184,AG_07,4/4/2025,Answered,0
INT_00523,LN_486,AG_05,4/4/2025,Busy,0
INT_00524,LN_163,AG_07,4/5/2025,Answered,0
INT_00525,LN_312,AG_09,4/5/2025,Switch Off,0
INT_00526,LN_490,AG_02,4/5/2025,Busy,0
INT_00527,LN_410,AG_10,4/5/2025,Answered,7234.68
INT_00528,LN_204,AG_01,4/5/2025,Answered,0
INT_00529,LN_4,AG_06,4/5/2025,Answered,0
INT_00530,LN_71,AG_01,4/6/2025,Answered,2443.74
INT_00531,LN_224,AG_06,4/6/2025,Promise to Pay,0
INT_00532,LN_460,AG_04,4/6/2025,Answered,13826.74
INT_00533,LN_57,AG_06,4/6/2025,Busy,0
INT_00534,LN_426,AG_01,4/7/2025,Answered,4115.96
INT_00535,LN_167,AG_03,4/7/2025,Promise to Pay,0
INT_00536,LN_463,AG_03,4/7/2025,Promise to Pay,0
INT_00537,LN_223,AG_04,4/7/2025,Answered,3072.04
INT_00538,LN_142,AG_07,4/7/2025,Busy,0
INT_00539,LN_480,AG_04,4/7/2025,Switch Off,0
INT_00540,LN_485,AG_06,4/7/2025,Answered,4691.85
INT_00541,LN_366,AG_04,4/8/2025,Answered,0
INT_00542,LN_199,AG_04,4/8/2025,Answered,0
INT_00543,LN_274,AG_04,4/8/2025,Promise to Pay,0
INT_00544,LN_86,AG_10,4/8/2025,Switch Off,0
INT_00545,LN_218,AG_05,4/8/2025,Answered,0
INT_00546,LN_445,AG_02,4/8/2025,Promise to Pay,0
INT_00547,LN_207,AG_01,4/9/2025,Busy,0
INT_00548,LN_28,AG_05,4/9/2025,Promise to Pay,0
INT_00549,LN_122,AG_07,4/9/2025,Promise to Pay,10316.87
INT_00550,LN_456,AG_10,4/9/2025,Promise to Pay,0
INT_00551,LN_458,AG_09,4/9/2025,Answered,0
INT_00552,LN_28,AG_07,4/10/2025,Switch Off,0
INT_00553,LN_489,AG_10,4/10/2025,Promise to Pay,0
INT_00554,LN_48,AG_09,4/10/2025,Answered,13208.54
INT_00555,LN_351,AG_10,4/10/2025,Switch Off,0
INT_00556,LN_258,AG_08,4/10/2025,Answered,0
INT_00557,LN_97,AG_01,4/10/2025,Switch Off,0
INT_00558,LN_102,AG_02,4/10/2025,Answered,20882.5
INT_00559,LN_207,AG_06,4/10/2025,Switch Off,0
INT_00560,LN_415,AG_03,4/10/2025,Answered,0
INT_00561,LN_194,AG_05,4/11/2025,Busy,0
INT_00562,LN_82,AG_10,4/11/2025,Switch Off,0
INT_00563,LN_358,AG_02,4/11/2025,Answered,0
INT_00564,LN_168,AG_05,4/12/2025,Promise to Pay,0
INT_00565,LN_221,AG_06,4/12/2025,Busy,0
INT_00566,LN_35,AG_05,4/12/2025,Answered,0
INT_00567,LN_131,AG_03,4/12/2025,Answered,0
INT_00568,LN_295,AG_09,4/12/2025,Promise to Pay,0
INT_00569,LN_11,AG_06,4/12/2025,Answered,0
INT_00570,LN_363,AG_10,4/12/2025,Busy,0
INT_00571,LN_428,AG_03,4/13/2025,Switch Off,0
INT_00572,LN_10,AG_05,4/13/2025,Switch Off,0
INT_00573,LN_249,AG_01,4/13/2025,Answered,10133.22
INT_00574,LN_105,AG_09,4/13/2025,Switch Off,0
INT_00575,LN_331,AG_10,4/13/2025,Answered,0
INT_00576,LN_382,AG_08,4/14/2025,Switch Off,0
INT_00577,LN_154,AG_02,4/14/2025,Switch Off,0
INT_00578,LN_240,AG_01,4/14/2025,Switch Off,0
INT_00579,LN_292,AG_07,4/14/2025,Answered,0
INT_00580,LN_148,AG_07,4/15/2025,Answered,0
INT_00581,LN_154,AG_05,4/15/2025,Answered,0
INT_00582,LN_95,AG_01,4/15/2025,Answered,0
INT_00583,LN_119,AG_08,4/15/2025,Answered,0
INT_00584,LN_165,AG_02,4/15/2025,Answered,0
INT_00585,LN_74,AG_08,4/15/2025,Answered,0
INT_00586,LN_321,AG_05,4/16/2025,Switch Off,0
INT_00587,LN_325,AG_01,4/16/2025,Switch Off,0
INT_00588,LN_344,AG_05,4/16/2025,Busy,0
INT_00589,LN_208,AG_04,4/17/2025,Busy,0
INT_00590,LN_328,AG_05,4/17/2025,Answered,0
INT_00591,LN_445,AG_02,4/17/2025,Busy,0
INT_00592,LN_392,AG_01,4/17/2025,Promise to Pay,12473.1
INT_00593,LN_373,AG_04,4/17/2025,Promise to Pay,0
INT_00594,LN_216,AG_02,4/17/2025,Promise to Pay,0
INT_00595,LN_271,AG_09,4/18/2025,Answered,0
INT_00596,LN_403,AG_03,4/18/2025,Promise to Pay,5253.18
INT_00597,LN_436,AG_03,4/18/2025,Answered,0
INT_00598,LN_26,AG_10,4/18/2025,Promise to Pay,0
INT_00599,LN_444,AG_04,4/19/2025,Switch Off,0
INT_00600,LN_321,AG_08,4/19/2025,Answered,0
INT_00601,LN_259,AG_07,4/19/2025,Busy,0
INT_00602,LN_240,AG_01,4/19/2025,Answered,7279.7
INT_00603,LN_408,AG_03,4/20/2025,Busy,0
INT_00604,LN_202,AG_09,4/20/2025,Answered,0
INT_00605,LN_227,AG_07,4/20/2025,Busy,0
INT_00606,LN_207,AG_08,4/20/2025,Promise to Pay,22149.58
INT_00607,LN_315,AG_03,4/20/2025,Answered,0
INT_00608,LN_119,AG_05,4/20/2025,Switch Off,0
INT_00609,LN_312,AG_05,4/20/2025,Answered,19443.97
INT_00610,LN_310,AG_07,4/21/2025,Switch Off,0
INT_00611,LN_172,AG_06,4/21/2025,Switch Off,0
INT_00612,LN_221,AG_07,4/21/2025,Busy,0
INT_00613,LN_285,AG_04,4/21/2025,Busy,0
INT_00614,LN_345,AG_03,4/21/2025,Switch Off,0
INT_00615,LN_229,AG_05,4/21/2025,Switch Off,0
INT_00616,LN_415,AG_03,4/21/2025,Busy,0
INT_00617,LN_441,AG_01,4/22/2025,Answered,20313.97
INT_00618,LN_15,AG_06,4/22/2025,Busy,0
INT_00619,LN_57,AG_04,4/22/2025,Answered,0
INT_00620,LN_367,AG_03,4/22/2025,Switch Off,0
INT_00621,LN_490,AG_06,4/22/2025,Switch Off,0
INT_00622,LN_43,AG_10,4/23/2025,Busy,0
INT_00623,LN_442,AG_03,4/23/2025,Answered,0
INT_00624,LN_134,AG_09,4/23/2025,Switch Off,0
INT_00625,LN_415,AG_02,4/23/2025,Switch Off,0
INT_00626,LN_140,AG_09,4/24/2025,Switch Off,0
INT_00627,LN_278,AG_01,4/24/2025,Busy,0
INT_00628,LN_67,AG_02,4/24/2025,Answered,0
INT_00629,LN_226,AG_03,4/24/2025,Answered,0
INT_00630,LN_349,AG_04,4/24/2025,Answered,0
INT_00631,LN_158,AG_03,4/24/2025,Answered,0
INT_00632,LN_233,AG_05,4/24/2025,Busy,0
INT_00633,LN_60,AG_03,4/25/2025,Answered,0
INT_00634,LN_23,AG_05,4/25/2025,Busy,0
INT_00635,LN_243,AG_02,4/25/2025,Promise to Pay,3948.39
INT_00636,LN_345,AG_09,4/25/2025,Answered,0
INT_00637,LN_124,AG_09,4/25/2025,Answered,0
INT_00638,LN_500,AG_03,4/25/2025,Answered,0
INT_00639,LN_284,AG_03,4/26/2025,Switch Off,0
INT_00640,LN_302,AG_03,4/26/2025,Switch Off,0
INT_00641,LN_253,AG_07,4/26/2025,Switch Off,0
INT_00642,LN_185,AG_01,4/26/2025,Answered,0
INT_00643,LN_2,AG_08,4/26/2025,Busy,0
INT_00644,LN_481,AG_05,4/27/2025,Answered,0
INT_00645,LN_411,AG_08,4/27/2025,Answered,9885.6
INT_00646,LN_435,AG_10,4/27/2025,Promise to Pay,0
INT_00647,LN_54,AG_03,4/27/2025,Promise to Pay,0
INT_00648,LN_117,AG_06,4/27/2025,Busy,0
INT_00649,LN_316,AG_03,4/27/2025,Promise to Pay,11296.59
INT_00650,LN_342,AG_02,4/28/2025,Answered,3495.42
INT_00651,LN_29,AG_04,4/28/2025,Switch Off,0
INT_00652,LN_452,AG_05,4/28/2025,Busy,0
INT_00653,LN_369,AG_03,4/28/2025,Switch Off,0
INT_00654,LN_278,AG_02,4/28/2025,Switch Off,0
INT_00655,LN_293,AG_10,4/28/2025,Answered,0
INT_00656,LN_40,AG_02,4/28/2025,Busy,0
INT_00657,LN_321,AG_10,4/28/2025,Answered,0
INT_00658,LN_163,AG_03,4/28/2025,Answered,0
INT_00659,LN_272,AG_02,4/29/2025,Answered,0
INT_00660,LN_272,AG_10,4/29/2025,Promise to Pay,0
INT_00661,LN_189,AG_06,4/29/2025,Switch Off,0
INT_00662,LN_388,AG_02,4/29/2025,Promise to Pay,21911.45
INT_00663,LN_241,AG_06,4/29/2025,Answered,0
INT_00664,LN_441,AG_09,4/30/2025,Answered,0
INT_00665,LN_411,AG_01,4/30/2025,Switch Off,0
INT_00666,LN_337,AG_07,4/30/2025,Answered,0
INT_00667,LN_19,AG_09,5/1/2025,Switch Off,0
INT_00668,LN_486,AG_02,5/1/2025,Busy,0
INT_00669,LN_471,AG_10,5/1/2025,Switch Off,0
INT_00670,LN_451,AG_02,5/1/2025,Answered,0
INT_00671,LN_310,AG_03,5/1/2025,Answered,0
INT_00672,LN_208,AG_08,5/1/2025,Switch Off,0
INT_00673,LN_239,AG_04,5/1/2025,Answered,21888.36
INT_00674,LN_172,AG_06,5/1/2025,Answered,0
INT_00675,LN_465,AG_02,5/2/2025,Switch Off,0
INT_00676,LN_200,AG_01,5/2/2025,Switch Off,0
INT_00677,LN_27,AG_04,5/2/2025,Promise to Pay,0
INT_00678,LN_223,AG_08,5/3/2025,Promise to Pay,0
INT_00679,LN_250,AG_08,5/3/2025,Busy,0
INT_00680,LN_3,AG_04,5/3/2025,Promise to Pay,0
INT_00681,LN_145,AG_09,5/4/2025,Answered,0
INT_00682,LN_460,AG_09,5/4/2025,Answered,0
INT_00683,LN_79,AG_06,5/4/2025,Switch Off,0
INT_00684,LN_488,AG_03,5/4/2025,Answered,0
INT_00685,LN_268,AG_03,5/4/2025,Busy,0
INT_00686,LN_467,AG_09,5/4/2025,Busy,0
INT_00687,LN_354,AG_02,5/5/2025,Answered,0
INT_00688,LN_141,AG_03,5/5/2025,Busy,0
INT_00689,LN_205,AG_02,5/5/2025,Answered,0
INT_00690,LN_368,AG_09,5/5/2025,Switch Off,0
INT_00691,LN_402,AG_02,5/5/2025,Answered,10725.63
INT_00692,LN_121,AG_09,5/5/2025,Promise to Pay,15672.75
INT_00693,LN_168,AG_06,5/6/2025,Promise to Pay,0
INT_00694,LN_173,AG_06,5/6/2025,Promise to Pay,0
INT_00695,LN_435,AG_03,5/6/2025,Switch Off,0
INT_00696,LN_13,AG_03,5/6/2025,Promise to Pay,16054.35
INT_00697,LN_415,AG_09,5/6/2025,Answered,13771.65
INT_00698,LN_192,AG_02,5/7/2025,Switch Off,0
INT_00699,LN_79,AG_10,5/7/2025,Promise to Pay,8058.64
INT_00700,LN_261,AG_02,5/7/2025,Switch Off,0
INT_00701,LN_58,AG_05,5/8/2025,Answered,22226.1
INT_00702,LN_188,AG_06,5/8/2025,Answered,0
INT_00703,LN_59,AG_01,5/8/2025,Answered,15243.11
INT_00704,LN_291,AG_08,5/8/2025,Answered,0
INT_00705,LN_357,AG_02,5/9/2025,Answered,0
INT_00706,LN_470,AG_08,5/9/2025,Switch Off,0
INT_00707,LN_419,AG_06,5/9/2025,Answered,0
INT_00708,LN_80,AG_07,5/9/2025,Switch Off,0
INT_00709,LN_190,AG_05,5/9/2025,Switch Off,0
INT_00710,LN_32,AG_09,5/9/2025,Busy,0
INT_00711,LN_395,AG_08,5/10/2025,Answered,0
INT_00712,LN_312,AG_10,5/10/2025,Promise to Pay,6074.89
INT_00713,LN_472,AG_02,5/10/2025,Answered,0
INT_00714,LN_454,AG_03,5/10/2025,Switch Off,0
INT_00715,LN_7,AG_10,5/10/2025,Answered,1070.8
INT_00716,LN_490,AG_04,5/10/2025,Promise to Pay,15895.85
INT_00717,LN_79,AG_06,5/10/2025,Switch Off,0
INT_00718,LN_80,AG_04,5/10/2025,Promise to Pay,10794.64
INT_00719,LN_18,AG_06,5/10/2025,Switch Off,0
INT_00720,LN_381,AG_06,5/10/2025,Answered,0
INT_00721,LN_158,AG_10,5/11/2025,Answered,0
INT_00722,LN_493,AG_03,5/11/2025,Promise to Pay,18420.35
INT_00723,LN_360,AG_01,5/11/2025,Promise to Pay,0
INT_00724,LN_431,AG_01,5/11/2025,Busy,0
INT_00725,LN_273,AG_06,5/11/2025,Busy,0
INT_00726,LN_426,AG_10,5/12/2025,Answered,15698.65
INT_00727,LN_352,AG_01,5/12/2025,Answered,17135.43
INT_00728,LN_3,AG_08,5/12/2025,Promise to Pay,12930.98
INT_00729,LN_30,AG_05,5/12/2025,Promise to Pay,0
INT_00730,LN_133,AG_02,5/12/2025,Switch Off,0
INT_00731,LN_466,AG_10,5/12/2025,Switch Off,0
INT_00732,LN_115,AG_01,5/12/2025,Answered,0
INT_00733,LN_266,AG_05,5/13/2025,Answered,10789.48
INT_00734,LN_178,AG_09,5/13/2025,Switch Off,0
INT_00735,LN_130,AG_02,5/13/2025,Promise to Pay,17313.61
INT_00736,LN_284,AG_03,5/13/2025,Busy,0
INT_00737,LN_137,AG_01,5/13/2025,Promise to Pay,0
INT_00738,LN_310,AG_06,5/14/2025,Promise to Pay,0
INT_00739,LN_489,AG_07,5/14/2025,Answered,0
INT_00740,LN_465,AG_09,5/14/2025,Switch Off,0
INT_00741,LN_368,AG_03,5/14/2025,Switch Off,0
INT_00742,LN_220,AG_08,5/14/2025,Busy,0
INT_00743,LN_257,AG_05,5/15/2025,Busy,0
INT_00744,LN_84,AG_05,5/15/2025,Promise to Pay,0
INT_00745,LN_295,AG_01,5/15/2025,Answered,0
INT_00746,LN_35,AG_08,5/16/2025,Promise to Pay,0
INT_00747,LN_485,AG_09,5/16/2025,Busy,0
INT_00748,LN_222,AG_06,5/16/2025,Switch Off,0
INT_00749,LN_440,AG_10,5/16/2025,Answered,21523.48
INT_00750,LN_23,AG_10,5/16/2025,Switch Off,0
INT_00751,LN_41,AG_09,5/16/2025,Switch Off,0
INT_00752,LN_173,AG_05,5/17/2025,Answered,24688.16
INT_00753,LN_468,AG_05,5/17/2025,Answered,0
INT_00754,LN_423,AG_04,5/17/2025,Promise to Pay,0
INT_00755,LN_304,AG_06,5/18/2025,Busy,0
INT_00756,LN_200,AG_04,5/18/2025,Promise to Pay,0
INT_00757,LN_22,AG_10,5/18/2025,Answered,0
INT_00758,LN_105,AG_06,5/18/2025,Busy,0
INT_00759,LN_423,AG_10,5/18/2025,Switch Off,0
INT_00760,LN_305,AG_08,5/18/2025,Switch Off,0
INT_00761,LN_399,AG_10,5/19/2025,Promise to Pay,0
INT_00762,LN_469,AG_02,5/19/2025,Answered,0
INT_00763,LN_496,AG_01,5/19/2025,Busy,0
INT_00764,LN_66,AG_03,5/19/2025,Answered,0
INT_00765,LN_31,AG_02,5/19/2025,Answered,0
INT_00766,LN_201,AG_04,5/19/2025,Promise to Pay,7238.06
INT_00767,LN_66,AG_09,5/19/2025,Busy,0
INT_00768,LN_157,AG_07,5/20/2025,Promise to Pay,0
INT_00769,LN_4,AG_09,5/20/2025,Switch Off,0
INT_00770,LN_424,AG_05,5/20/2025,Answered,15013.46
INT_00771,LN_364,AG_06,5/20/2025,Busy,0
INT_00772,LN_156,AG_08,5/20/2025,Promise to Pay,18274
INT_00773,LN_452,AG_09,5/20/2025,Answered,0
INT_00774,LN_226,AG_06,5/20/2025,Promise to Pay,0
INT_00775,LN_116,AG_06,5/21/2025,Answered,0
INT_00776,LN_304,AG_03,5/21/2025,Switch Off,0
INT_00777,LN_357,AG_06,5/21/2025,Promise to Pay,15979.5
INT_00778,LN_496,AG_07,5/21/2025,Busy,0
INT_00779,LN_142,AG_04,5/21/2025,Switch Off,0
INT_00780,LN_391,AG_09,5/21/2025,Busy,0
INT_00781,LN_313,AG_08,5/22/2025,Busy,0
INT_00782,LN_374,AG_04,5/22/2025,Busy,0
INT_00783,LN_360,AG_10,5/22/2025,Answered,0
INT_00784,LN_343,AG_07,5/22/2025,Answered,0
INT_00785,LN_42,AG_07,5/22/2025,Switch Off,0
INT_00786,LN_172,AG_02,5/22/2025,Switch Off,0
INT_00787,LN_306,AG_09,5/23/2025,Promise to Pay,0
INT_00788,LN_389,AG_07,5/23/2025,Answered,0
INT_00789,LN_294,AG_06,5/24/2025,Answered,0
INT_00790,LN_113,AG_07,5/24/2025,Switch Off,0
INT_00791,LN_110,AG_02,5/24/2025,Busy,0
INT_00792,LN_221,AG_10,5/24/2025,Busy,0
INT_00793,LN_306,AG_05,5/24/2025,Busy,0
INT_00794,LN_407,AG_03,5/25/2025,Promise to Pay,0
INT_00795,LN_475,AG_09,5/25/2025,Promise to Pay,0
INT_00796,LN_179,AG_10,5/25/2025,Answered,0
INT_00797,LN_432,AG_05,5/25/2025,Answered,23844.76
INT_00798,LN_464,AG_09,5/25/2025,Answered,15834.21
INT_00799,LN_48,AG_10,5/25/2025,Promise to Pay,0
INT_00800,LN_146,AG_02,5/26/2025,Answered,0
INT_00801,LN_378,AG_08,5/26/2025,Answered,0
INT_00802,LN_199,AG_10,5/26/2025,Answered,8124.1
INT_00803,LN_420,AG_06,5/26/2025,Promise to Pay,19858.81
INT_00804,LN_88,AG_07,5/26/2025,Answered,0
INT_00805,LN_418,AG_01,5/26/2025,Answered,0
INT_00806,LN_277,AG_07,5/27/2025,Switch Off,0
INT_00807,LN_330,AG_06,5/27/2025,Busy,0
INT_00808,LN_106,AG_04,5/27/2025,Busy,0
INT_00809,LN_98,AG_09,5/27/2025,Answered,2963.82
INT_00810,LN_82,AG_03,5/28/2025,Answered,11843.63
INT_00811,LN_64,AG_08,5/28/2025,Promise to Pay,0
INT_00812,LN_297,AG_04,5/28/2025,Busy,0
INT_00813,LN_459,AG_01,5/28/2025,Switch Off,0
INT_00814,LN_341,AG_05,5/28/2025,Answered,0
INT_00815,LN_238,AG_06,5/28/2025,Switch Off,0
INT_00816,LN_77,AG_07,5/28/2025,Answered,0
INT_00817,LN_340,AG_10,5/28/2025,Answered,0
INT_00818,LN_258,AG_10,5/28/2025,Busy,0
INT_00819,LN_11,AG_04,5/28/2025,Answered,4552.66
INT_00820,LN_43,AG_07,5/28/2025,Answered,0
INT_00821,LN_376,AG_02,5/28/2025,Busy,0
INT_00822,LN_488,AG_03,5/29/2025,Busy,0
INT_00823,LN_374,AG_03,5/29/2025,Switch Off,0
INT_00824,LN_265,AG_05,5/29/2025,Busy,0
INT_00825,LN_427,AG_09,5/30/2025,Answered,0
INT_00826,LN_239,AG_05,5/30/2025,Answered,17438.6
INT_00827,LN_44,AG_02,5/30/2025,Answered,0
INT_00828,LN_445,AG_02,5/30/2025,Answered,0
INT_00829,LN_397,AG_10,5/31/2025,Switch Off,0
INT_00830,LN_64,AG_04,5/31/2025,Busy,0
INT_00831,LN_223,AG_07,5/31/2025,Busy,0
INT_00832,LN_70,AG_02,5/31/2025,Switch Off,0
INT_00833,LN_5,AG_07,5/31/2025,Promise to Pay,0
INT_00834,LN_137,AG_09,5/31/2025,Answered,0
INT_00835,LN_395,AG_06,5/31/2025,Answered,0
INT_00836,LN_445,AG_08,6/1/2025,Answered,0
INT_00837,LN_152,AG_06,6/1/2025,Answered,14482.18
INT_00838,LN_380,AG_05,6/1/2025,Switch Off,0
INT_00839,LN_245,AG_03,6/1/2025,Answered,0
INT_00840,LN_254,AG_02,6/1/2025,Busy,0
INT_00841,LN_456,AG_10,6/1/2025,Answered,0
INT_00842,LN_277,AG_02,6/2/2025,Busy,0
INT_00843,LN_245,AG_08,6/2/2025,Switch Off,0
INT_00844,LN_378,AG_04,6/2/2025,Busy,0
INT_00845,LN_355,AG_07,6/2/2025,Busy,0
INT_00846,LN_330,AG_03,6/3/2025,Promise to Pay,5792.54
INT_00847,LN_479,AG_10,6/3/2025,Busy,0
INT_00848,LN_119,AG_01,6/3/2025,Switch Off,0
INT_00849,LN_208,AG_03,6/3/2025,Promise to Pay,13884.22
INT_00850,LN_95,AG_07,6/3/2025,Answered,17005.57
INT_00851,LN_207,AG_07,6/4/2025,Busy,0
INT_00852,LN_86,AG_07,6/4/2025,Promise to Pay,0
INT_00853,LN_79,AG_04,6/4/2025,Answered,0
INT_00854,LN_433,AG_10,6/4/2025,Promise to Pay,0
INT_00855,LN_137,AG_10,6/4/2025,Busy,0
INT_00856,LN_114,AG_01,6/4/2025,Busy,0
INT_00857,LN_143,AG_05,6/5/2025,Promise to Pay,0
INT_00858,LN_115,AG_04,6/5/2025,Answered,16863.68
INT_00859,LN_431,AG_04,6/5/2025,Answered,18241.94
INT_00860,LN_391,AG_04,6/5/2025,Switch Off,0
INT_00861,LN_402,AG_01,6/5/2025,Answered,0
INT_00862,LN_431,AG_06,6/5/2025,Answered,0
INT_00863,LN_321,AG_08,6/5/2025,Answered,0
INT_00864,LN_271,AG_10,6/5/2025,Promise to Pay,0
INT_00865,LN_388,AG_08,6/5/2025,Answered,0
INT_00866,LN_27,AG_02,6/5/2025,Busy,0
INT_00867,LN_379,AG_04,6/5/2025,Switch Off,0
INT_00868,LN_469,AG_04,6/6/2025,Switch Off,0
INT_00869,LN_278,AG_07,6/6/2025,Busy,0
INT_00870,LN_23,AG_05,6/6/2025,Busy,0
INT_00871,LN_457,AG_03,6/6/2025,Switch Off,0
INT_00872,LN_414,AG_09,6/6/2025,Answered,0
INT_00873,LN_488,AG_06,6/6/2025,Promise to Pay,11189.51
INT_00874,LN_110,AG_10,6/6/2025,Answered,1734.57
INT_00875,LN_150,AG_02,6/6/2025,Answered,18889.05
INT_00876,LN_18,AG_09,6/7/2025,Answered,3719.9
INT_00877,LN_459,AG_06,6/7/2025,Switch Off,0
INT_00878,LN_145,AG_03,6/7/2025,Promise to Pay,0
INT_00879,LN_343,AG_08,6/7/2025,Promise to Pay,0
INT_00880,LN_128,AG_08,6/7/2025,Answered,0
INT_00881,LN_74,AG_01,6/7/2025,Promise to Pay,3721.53
INT_00882,LN_258,AG_07,6/8/2025,Answered,0
INT_00883,LN_228,AG_07,6/8/2025,Switch Off,0
INT_00884,LN_60,AG_07,6/8/2025,Answered,4656.97
INT_00885,LN_329,AG_07,6/8/2025,Promise to Pay,1400.28
INT_00886,LN_226,AG_07,6/9/2025,Switch Off,0
INT_00887,LN_44,AG_05,6/9/2025,Busy,0
INT_00888,LN_78,AG_03,6/9/2025,Answered,0
INT_00889,LN_89,AG_01,6/9/2025,Busy,0
INT_00890,LN_111,AG_10,6/9/2025,Answered,0
INT_00891,LN_249,AG_10,6/9/2025,Answered,0
INT_00892,LN_355,AG_08,6/9/2025,Promise to Pay,0
INT_00893,LN_177,AG_08,6/9/2025,Promise to Pay,17639.77
INT_00894,LN_274,AG_05,6/9/2025,Switch Off,0
INT_00895,LN_304,AG_08,6/9/2025,Switch Off,0
INT_00896,LN_448,AG_03,6/10/2025,Promise to Pay,0
INT_00897,LN_147,AG_05,6/10/2025,Promise to Pay,0
INT_00898,LN_271,AG_04,6/10/2025,Answered,0
INT_00899,LN_67,AG_05,6/10/2025,Busy,0
INT_00900,LN_289,AG_05,6/10/2025,Answered,0
INT_00901,LN_287,AG_08,6/10/2025,Answered,0
INT_00902,LN_412,AG_04,6/10/2025,Switch Off,0
INT_00903,LN_33,AG_04,6/10/2025,Busy,0
INT_00904,LN_12,AG_02,6/10/2025,Busy,0
INT_00905,LN_229,AG_09,6/11/2025,Busy,0
INT_00906,LN_201,AG_10,6/11/2025,Switch Off,0
INT_00907,LN_24,AG_08,6/11/2025,Answered,3425.26
